expanded_case_id,dataset,question_id,case_group,sparse_raw_selected_patch_index_count,sparse_unique_patch_count,sparse_duplicate_patch_index_count,sparse_bbox,sparse_spatial_spread_mean_grid_distance,ours_raw_selected_patch_index_count,ours_unique_patch_count,ours_duplicate_patch_index_count,ours_bbox,ours_spatial_spread_mean_grid_distance,threshold_raw_selected_patch_index_count,threshold_unique_patch_count,threshold_duplicate_patch_index_count,threshold_bbox,threshold_spatial_spread_mean_grid_distance,sparse_ours_unique_overlap_count,sparse_ours_unique_jaccard,sparse_threshold_unique_overlap_count,sparse_threshold_unique_jaccard,ours_threshold_unique_overlap_count,ours_threshold_unique_jaccard
GQA_12584792,gqa,12584792,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=1-23,9.444,16,16,0,rows=0-23;cols=2-23,9.483,16,16,0,rows=3-23;cols=1-23,8.850,9,0.409091,6,0.240000,8,0.333333
GQA_1297276,gqa,1297276,ours_and_threshold_recovery,15,15,0,rows=3-20;cols=2-22,6.331,16,16,0,rows=2-19;cols=2-22,6.296,13,13,0,rows=3-21;cols=7-22,6.878,9,0.409091,8,0.400000,8,0.380952
GQA_13168629,gqa,13168629,ours_and_threshold_recovery,16,16,0,rows=6-23;cols=7-23,7.451,15,15,0,rows=7-23;cols=2-23,8.264,15,15,0,rows=7-21;cols=7-23,6.202,9,0.409091,8,0.347826,7,0.304348
GQA_13834667,gqa,13834667,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=2-20,7.071,15,15,0,rows=0-23;cols=2-23,6.629,17,17,0,rows=7-23;cols=7-23,5.492,9,0.409091,9,0.375000,12,0.600000
GQA_15261477,gqa,15261477,ours_and_threshold_recovery,16,16,0,rows=0-20;cols=1-23,9.560,15,15,0,rows=0-20;cols=1-23,8.782,14,14,0,rows=5-20;cols=1-22,7.753,9,0.409091,5,0.200000,9,0.450000
GQA_15290680,gqa,15290680,ours_and_threshold_recovery,15,15,0,rows=0-19;cols=2-22,8.584,16,16,0,rows=0-21;cols=0-22,7.752,16,16,0,rows=0-22;cols=0-22,7.714,9,0.409091,5,0.192308,6,0.230769
POPE_adversarial_226,pope,adversarial_226,ours_and_threshold_recovery,15,15,0,rows=2-23;cols=2-23,8.419,16,16,0,rows=5-22;cols=1-23,9.015,17,17,0,rows=5-20;cols=1-23,7.616,9,0.409091,6,0.230769,9,0.375000
POPE_popular_224,pope,popular_224,ours_and_threshold_recovery,15,15,0,rows=2-23;cols=2-23,8.419,16,16,0,rows=5-22;cols=1-23,9.015,17,17,0,rows=5-20;cols=1-23,7.616,9,0.409091,6,0.230769,9,0.375000
GQA_12341814,gqa,12341814,ours_and_threshold_recovery,10,10,0,rows=4-23;cols=1-22,7.594,14,14,0,rows=2-23;cols=0-23,8.051,17,17,0,rows=2-23;cols=0-23,7.162,7,0.411765,4,0.173913,9,0.409091
GQA_021037144,gqa,021037144,ours_and_threshold_recovery,17,17,0,rows=1-23;cols=1-20,7.833,17,17,0,rows=1-23;cols=1-22,8.268,14,14,0,rows=6-17;cols=4-22,5.687,10,0.416667,5,0.192308,6,0.240000
GQA_11781054,gqa,11781054,ours_and_threshold_recovery,15,15,0,rows=0-22;cols=4-23,9.715,12,12,0,rows=0-22;cols=4-22,9.249,13,13,0,rows=0-20;cols=0-23,9.321,8,0.421053,8,0.400000,9,0.562500
GQA_01442160,gqa,01442160,ours_and_threshold_recovery,14,14,0,rows=0-21;cols=4-23,8.885,16,16,0,rows=0-21;cols=4-23,8.010,15,15,0,rows=6-21;cols=3-23,6.448,9,0.428571,7,0.318182,6,0.240000
GQA_03753520,gqa,03753520,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=2-21,7.615,15,15,0,rows=0-23;cols=1-21,9.022,15,15,0,rows=7-22;cols=0-21,7.452,9,0.428571,5,0.200000,7,0.304348
GQA_0479775,gqa,0479775,ours_and_threshold_recovery,16,16,0,rows=4-23;cols=3-23,7.567,14,14,0,rows=4-23;cols=3-22,8.552,16,16,0,rows=4-23;cols=3-21,7.549,9,0.428571,8,0.333333,7,0.304348
GQA_05893033,gqa,05893033,ours_and_threshold_recovery,16,16,0,rows=1-22;cols=0-23,8.854,14,14,0,rows=1-22;cols=0-20,7.869,14,14,0,rows=4-21;cols=0-20,6.628,9,0.428571,7,0.304348,8,0.400000
GQA_09595632,gqa,09595632,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=4-23,8.548,15,15,0,rows=0-23;cols=0-21,7.818,16,16,0,rows=8-23;cols=0-23,8.304,9,0.428571,8,0.347826,8,0.347826
GQA_0993482,gqa,0993482,ours_and_threshold_recovery,15,15,0,rows=0-22;cols=4-21,7.121,15,15,0,rows=0-22;cols=1-19,7.989,15,15,0,rows=3-19;cols=1-23,7.101,9,0.428571,8,0.363636,9,0.428571
GQA_13187608,gqa,13187608,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=0-22,10.215,14,14,0,rows=0-23;cols=0-20,9.641,14,14,0,rows=3-23;cols=0-23,8.214,9,0.428571,5,0.200000,5,0.217391
GQA_13414037,gqa,13414037,ours_and_threshold_recovery,14,14,0,rows=3-23;cols=3-20,7.702,16,16,0,rows=3-23;cols=3-20,7.294,17,17,0,rows=2-21;cols=3-21,7.826,9,0.428571,7,0.291667,7,0.269231
GQA_13777311,gqa,13777311,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=0-20,9.233,15,15,0,rows=0-23;cols=1-21,8.879,14,14,0,rows=3-23;cols=1-20,7.834,9,0.428571,6,0.260870,6,0.260870
GQA_15394337,gqa,15394337,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=0-22,8.939,14,14,0,rows=0-23;cols=0-22,8.666,16,16,0,rows=8-23;cols=0-20,6.301,9,0.428571,7,0.280000,6,0.250000
GQA_15559095,gqa,15559095,ours_and_threshold_recovery,16,16,0,rows=2-23;cols=0-21,9.261,14,14,0,rows=0-23;cols=0-20,10.165,15,15,0,rows=1-23;cols=3-20,8.357,9,0.428571,5,0.192308,6,0.260870
GQA_18903080,gqa,18903080,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=1-21,9.070,14,14,0,rows=0-23;cols=1-21,8.996,12,12,0,rows=3-23;cols=0-14,7.121,9,0.428571,5,0.217391,5,0.238095
GQA_10756311,gqa,10756311,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-23,10.152,16,16,0,rows=0-23;cols=1-23,9.597,17,17,0,rows=2-23;cols=0-23,9.692,10,0.434783,10,0.416667,9,0.375000
GQA_12962042,gqa,12962042,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=1-20,7.177,16,16,0,rows=0-23;cols=1-21,7.989,17,17,0,rows=5-23;cols=2-23,7.159,10,0.434783,6,0.214286,9,0.375000
GQA_1335419,gqa,1335419,ours_and_threshold_recovery,17,17,0,rows=0-20;cols=4-22,6.066,16,16,0,rows=0-20;cols=4-22,6.152,17,17,0,rows=3-17;cols=5-22,4.990,10,0.434783,7,0.259259,8,0.320000
GQA_161016410,gqa,161016410,ours_and_threshold_recovery,17,17,0,rows=2-22;cols=1-23,9.474,16,16,0,rows=2-22;cols=1-23,8.368,17,17,0,rows=2-22;cols=2-23,7.612,10,0.434783,8,0.307692,7,0.269231
GQA_16801731,gqa,16801731,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-22,7.953,16,16,0,rows=0-23;cols=4-23,8.211,14,14,0,rows=3-20;cols=4-23,8.443,10,0.434783,6,0.240000,8,0.363636
GQA_18986332,gqa,18986332,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-23,9.457,16,16,0,rows=0-23;cols=0-23,9.698,15,15,0,rows=6-23;cols=0-23,8.724,10,0.434783,6,0.230769,8,0.347826
POPE_adversarial_111,pope,adversarial_111,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-23,9.881,16,16,0,rows=6-23;cols=0-22,8.023,16,16,0,rows=1-23;cols=0-20,7.521,10,0.434783,5,0.178571,9,0.391304
POPE_popular_111,pope,popular_111,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-23,9.881,16,16,0,rows=6-23;cols=0-22,8.023,16,16,0,rows=1-23;cols=0-20,7.521,10,0.434783,5,0.178571,9,0.391304
POPE_random_104,pope,random_104,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-23,9.881,16,16,0,rows=6-23;cols=0-22,8.023,16,16,0,rows=1-23;cols=0-20,7.521,10,0.434783,5,0.178571,9,0.391304
GQA_10369161,gqa,10369161,ours_and_threshold_recovery,14,14,0,rows=4-23;cols=0-23,10.084,12,12,0,rows=3-21;cols=0-23,10.484,16,16,0,rows=1-23;cols=1-19,8.102,8,0.444444,4,0.153846,5,0.217391
GQA_15825125,gqa,15825125,ours_and_threshold_recovery,12,12,0,rows=2-21;cols=0-21,7.752,14,14,0,rows=6-20;cols=0-21,8.036,14,14,0,rows=4-20;cols=0-20,7.070,8,0.444444,3,0.130435,7,0.333333
GQA_17156710,gqa,17156710,ours_and_threshold_recovery,13,13,0,rows=0-23;cols=7-20,8.246,13,13,0,rows=0-23;cols=1-20,8.363,13,13,0,rows=4-23;cols=0-20,7.849,8,0.444444,5,0.238095,5,0.238095
GQA_0435047,gqa,0435047,ours_and_threshold_recovery,13,13,0,rows=2-23;cols=3-23,8.245,16,16,0,rows=2-23;cols=3-23,6.981,13,13,0,rows=10-23;cols=2-23,6.234,9,0.450000,5,0.238095,8,0.380952
GQA_09344217,gqa,09344217,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=2-23,9.194,13,13,0,rows=4-23;cols=2-23,7.792,14,14,0,rows=3-23;cols=2-23,7.481,9,0.450000,8,0.363636,6,0.285714
GQA_19358251,gqa,19358251,ours_and_threshold_recovery,15,15,0,rows=1-22;cols=0-23,10.019,14,14,0,rows=1-23;cols=0-23,8.928,16,16,0,rows=1-23;cols=2-17,7.049,9,0.450000,6,0.240000,7,0.304348
POPE_adversarial_215,pope,adversarial_215,ours_and_threshold_recovery,16,16,0,rows=2-23;cols=1-23,7.358,13,13,0,rows=7-23;cols=1-23,7.911,15,15,0,rows=4-19;cols=1-23,7.595,9,0.450000,8,0.347826,9,0.473684
POPE_popular_215,pope,popular_215,ours_and_threshold_recovery,16,16,0,rows=2-23;cols=1-23,7.358,13,13,0,rows=7-23;cols=1-23,7.911,15,15,0,rows=4-19;cols=1-23,7.595,9,0.450000,8,0.347826,9,0.473684
POPE_random_204,pope,random_204,ours_and_threshold_recovery,16,16,0,rows=2-23;cols=1-23,7.358,13,13,0,rows=7-23;cols=1-23,7.911,15,15,0,rows=4-19;cols=1-23,7.595,9,0.450000,8,0.347826,9,0.473684
GQA_00223209,gqa,00223209,ours_and_threshold_recovery,16,16,0,rows=2-21;cols=0-22,6.640,16,16,0,rows=2-23;cols=0-23,7.928,14,14,0,rows=2-23;cols=4-18,6.327,10,0.454545,7,0.304348,10,0.500000
GQA_01106981,gqa,01106981,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=6-23,9.839,16,16,0,rows=0-23;cols=6-23,9.720,13,13,0,rows=1-23;cols=5-21,7.629,10,0.454545,6,0.260870,6,0.260870
GQA_02333675,gqa,02333675,ours_and_threshold_recovery,17,17,0,rows=2-21;cols=0-21,9.059,15,15,0,rows=3-23;cols=3-23,9.815,14,14,0,rows=3-20;cols=0-23,11.147,10,0.454545,6,0.240000,6,0.260870
GQA_03193282,gqa,03193282,ours_and_threshold_recovery,16,16,0,rows=3-21;cols=0-23,7.813,16,16,0,rows=3-23;cols=0-21,7.466,15,15,0,rows=4-23;cols=4-23,6.141,10,0.454545,9,0.409091,7,0.291667
GQA_04800740,gqa,04800740,ours_and_threshold_recovery,16,16,0,rows=0-22;cols=1-17,6.760,16,16,0,rows=7-22;cols=1-17,6.763,17,17,0,rows=6-20;cols=2-20,6.413,10,0.454545,5,0.178571,7,0.269231
GQA_10595216,gqa,10595216,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=2-21,8.337,16,16,0,rows=0-23;cols=2-23,8.325,12,12,0,rows=2-23;cols=1-23,8.489,10,0.454545,5,0.217391,5,0.217391
GQA_13831934,gqa,13831934,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=0-20,9.052,16,16,0,rows=0-23;cols=0-23,8.828,17,17,0,rows=5-23;cols=0-20,7.526,10,0.454545,7,0.269231,8,0.320000
GQA_15163893,gqa,15163893,ours_and_threshold_recovery,17,17,0,rows=1-23;cols=0-22,8.628,15,15,0,rows=2-23;cols=2-22,8.442,16,16,0,rows=2-23;cols=2-19,7.131,10,0.454545,8,0.320000,8,0.347826
GQA_15884411,gqa,15884411,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=4-20,8.382,16,16,0,rows=0-23;cols=0-20,8.357,14,14,0,rows=4-21;cols=0-23,6.626,10,0.454545,6,0.250000,10,0.500000
GQA_17836627,gqa,17836627,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=0-23,9.208,16,16,0,rows=0-23;cols=0-23,8.948,14,14,0,rows=6-23;cols=6-23,7.569,10,0.454545,7,0.304348,6,0.250000
GQA_17891088,gqa,17891088,ours_and_threshold_recovery,17,17,0,rows=2-23;cols=0-21,8.320,15,15,0,rows=4-23;cols=2-22,6.703,17,17,0,rows=3-23;cols=0-22,8.187,10,0.454545,11,0.478261,9,0.391304
GQA_181031828,gqa,181031828,ours_and_threshold_recovery,17,17,0,rows=2-23;cols=0-20,8.403,15,15,0,rows=3-21;cols=0-20,9.279,15,15,0,rows=3-23;cols=0-20,8.707,10,0.454545,6,0.230769,7,0.304348
GQA_19535561,gqa,19535561,ours_and_threshold_recovery,16,16,0,rows=2-23;cols=2-21,7.539,16,16,0,rows=2-23;cols=0-22,8.593,16,16,0,rows=4-23;cols=0-23,7.943,10,0.454545,7,0.280000,8,0.333333
POPE_adversarial_473,pope,adversarial_473,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=1-21,9.186,15,15,0,rows=0-23;cols=1-22,9.420,16,16,0,rows=3-21;cols=4-22,8.004,10,0.454545,4,0.137931,7,0.291667
POPE_popular_473,pope,popular_473,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=1-21,9.186,15,15,0,rows=0-23;cols=1-22,9.420,16,16,0,rows=3-21;cols=4-22,8.004,10,0.454545,4,0.137931,7,0.291667
GQA_16230219,gqa,16230219,ours_and_threshold_recovery,13,13,0,rows=0-23;cols=2-22,8.806,12,12,0,rows=0-23;cols=0-22,8.664,15,15,0,rows=0-20;cols=2-23,6.995,8,0.470588,8,0.400000,7,0.350000
GQA_00576828,gqa,00576828,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=0-23,9.662,12,12,0,rows=0-23;cols=0-22,9.974,14,14,0,rows=8-23;cols=2-23,7.483,9,0.473684,6,0.250000,3,0.130435
GQA_05898152,gqa,05898152,ours_and_threshold_recovery,12,12,0,rows=0-23;cols=1-20,8.089,16,16,0,rows=4-23;cols=1-23,8.341,16,16,0,rows=4-23;cols=6-23,6.165,9,0.473684,4,0.166667,9,0.391304
GQA_09759805,gqa,09759805,ours_and_threshold_recovery,14,14,0,rows=3-23;cols=0-18,8.025,14,14,0,rows=3-23;cols=0-18,8.156,15,15,0,rows=0-23;cols=0-20,9.027,9,0.473684,4,0.160000,9,0.450000
GQA_10981437,gqa,10981437,ours_and_threshold_recovery,14,14,0,rows=0-23;cols=2-23,7.769,14,14,0,rows=0-23;cols=2-22,8.497,11,11,0,rows=8-23;cols=4-23,8.014,9,0.473684,7,0.388889,7,0.388889
GQA_02148815,gqa,02148815,ours_and_threshold_recovery,14,14,0,rows=4-22;cols=2-22,8.858,17,17,0,rows=4-22;cols=2-22,8.306,16,16,0,rows=7-19;cols=0-22,6.514,10,0.476190,7,0.304348,9,0.375000
GQA_0660580,gqa,0660580,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=2-23,9.251,16,16,0,rows=0-23;cols=2-21,7.708,17,17,0,rows=0-19;cols=2-23,6.700,10,0.476190,8,0.333333,11,0.500000
GQA_08264127,gqa,08264127,ours_and_threshold_recovery,16,16,0,rows=0-21;cols=0-20,6.410,15,15,0,rows=0-18;cols=0-16,6.570,14,14,0,rows=4-17;cols=5-18,4.271,10,0.476190,7,0.304348,6,0.260870
GQA_18266115,gqa,18266115,ours_and_threshold_recovery,15,15,0,rows=0-22;cols=5-23,8.731,16,16,0,rows=0-22;cols=4-23,8.441,15,15,0,rows=0-22;cols=5-20,6.910,10,0.476190,6,0.250000,7,0.291667
GQA_05856352,gqa,05856352,ours_and_threshold_recovery,17,17,0,rows=2-23;cols=0-20,7.105,17,17,0,rows=2-23;cols=0-20,7.206,17,17,0,rows=6-23;cols=0-20,5.352,11,0.478261,9,0.360000,8,0.307692
GQA_06792703,gqa,06792703,ours_and_threshold_recovery,17,17,0,rows=4-23;cols=2-22,7.806,17,17,0,rows=4-23;cols=0-22,7.937,17,17,0,rows=4-23;cols=4-22,6.784,11,0.478261,8,0.307692,7,0.259259
GQA_16405118,gqa,16405118,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-23,8.567,17,17,0,rows=0-23;cols=5-23,9.657,17,17,0,rows=2-23;cols=4-23,7.866,11,0.478261,8,0.307692,7,0.259259
GQA_00293553,gqa,00293553,ours_and_threshold_recovery,16,16,0,rows=1-21;cols=1-23,9.174,17,17,0,rows=4-21;cols=1-23,8.092,15,15,0,rows=6-19;cols=1-23,7.239,11,0.500000,7,0.291667,9,0.391304
GQA_00314249,gqa,00314249,ours_and_threshold_recovery,15,15,0,rows=0-21;cols=2-20,7.139,15,15,0,rows=0-21;cols=3-20,6.684,13,13,0,rows=0-19;cols=0-20,7.127,10,0.500000,4,0.166667,8,0.400000
GQA_02333625,gqa,02333625,ours_and_threshold_recovery,16,16,0,rows=2-21;cols=3-21,9.068,14,14,0,rows=3-21;cols=0-23,9.489,15,15,0,rows=3-23;cols=0-23,10.873,10,0.500000,7,0.291667,8,0.380952
GQA_03509861,gqa,03509861,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=2-22,9.366,15,15,0,rows=0-23;cols=2-23,8.837,16,16,0,rows=0-23;cols=1-22,8.161,10,0.500000,7,0.291667,6,0.240000
GQA_06314509,gqa,06314509,ours_and_threshold_recovery,16,16,0,rows=1-22;cols=0-20,9.155,17,17,0,rows=1-23;cols=0-23,8.595,17,17,0,rows=16-23;cols=1-22,6.621,11,0.500000,7,0.269231,8,0.307692
GQA_06412953,gqa,06412953,ours_and_threshold_recovery,17,17,0,rows=2-22;cols=2-23,8.478,16,16,0,rows=2-22;cols=2-23,7.985,16,16,0,rows=7-18;cols=0-23,5.483,11,0.500000,5,0.178571,7,0.280000
GQA_0660327,gqa,0660327,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=2-18,8.601,15,15,0,rows=0-23;cols=1-21,8.837,17,17,0,rows=0-20;cols=1-23,7.722,10,0.500000,7,0.280000,10,0.454545
GQA_06975446,gqa,06975446,ours_and_threshold_recovery,17,17,0,rows=0-22;cols=0-23,8.844,16,16,0,rows=0-22;cols=1-23,8.078,17,17,0,rows=3-20;cols=0-23,7.689,11,0.500000,9,0.360000,10,0.434783
GQA_08858587,gqa,08858587,ours_and_threshold_recovery,16,16,0,rows=2-21;cols=2-22,8.387,14,14,0,rows=2-21;cols=2-23,9.087,15,15,0,rows=2-21;cols=0-23,9.883,10,0.500000,7,0.291667,8,0.380952
GQA_12378118,gqa,12378118,ours_and_threshold_recovery,14,14,0,rows=0-23;cols=3-20,8.792,16,16,0,rows=0-21;cols=2-23,8.771,17,17,0,rows=9-20;cols=2-23,6.362,10,0.500000,6,0.240000,11,0.500000
GQA_12771158,gqa,12771158,ours_and_threshold_recovery,13,13,0,rows=0-23;cols=0-20,10.119,17,17,0,rows=0-23;cols=2-20,8.894,17,17,0,rows=8-23;cols=3-22,7.206,10,0.500000,5,0.200000,9,0.360000
GQA_151018229,gqa,151018229,ours_and_threshold_recovery,16,16,0,rows=0-22;cols=0-19,7.412,17,17,0,rows=0-22;cols=0-22,8.820,17,17,0,rows=8-22;cols=0-23,6.871,11,0.500000,8,0.320000,9,0.360000
GQA_17860928,gqa,17860928,ours_and_threshold_recovery,14,14,0,rows=0-23;cols=5-17,7.806,16,16,0,rows=0-23;cols=6-23,7.210,14,14,0,rows=8-23;cols=7-18,4.716,10,0.500000,5,0.217391,6,0.250000
GQA_19466900,gqa,19466900,ours_and_threshold_recovery,14,14,0,rows=0-21;cols=0-20,9.360,13,13,0,rows=0-21;cols=0-20,9.418,13,13,0,rows=9-21;cols=0-22,7.682,9,0.500000,5,0.227273,4,0.181818
POPE_adversarial_177,pope,adversarial_177,ours_and_threshold_recovery,16,16,0,rows=0-22;cols=0-23,9.999,14,14,0,rows=0-21;cols=0-23,9.702,15,15,0,rows=8-21;cols=0-20,6.244,10,0.500000,5,0.192308,7,0.318182
POPE_adversarial_329,pope,adversarial_329,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=0-23,9.012,17,17,0,rows=0-23;cols=0-23,9.285,15,15,0,rows=6-23;cols=0-23,8.985,11,0.500000,9,0.409091,8,0.333333
POPE_adversarial_438,pope,adversarial_438,ours_and_threshold_recovery,16,16,0,rows=2-23;cols=1-23,9.201,14,14,0,rows=6-21;cols=1-23,9.393,15,15,0,rows=6-23;cols=0-17,5.131,10,0.500000,6,0.240000,6,0.260870
POPE_popular_177,pope,popular_177,ours_and_threshold_recovery,16,16,0,rows=0-22;cols=0-23,9.999,14,14,0,rows=0-21;cols=0-23,9.702,15,15,0,rows=8-21;cols=0-20,6.244,10,0.500000,5,0.192308,7,0.318182
POPE_popular_329,pope,popular_329,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=0-23,9.012,17,17,0,rows=0-23;cols=0-23,9.285,15,15,0,rows=6-23;cols=0-23,8.985,11,0.500000,9,0.409091,8,0.333333
POPE_random_168,pope,random_168,ours_and_threshold_recovery,16,16,0,rows=0-22;cols=0-23,9.999,14,14,0,rows=0-21;cols=0-23,9.702,15,15,0,rows=8-21;cols=0-20,6.244,10,0.500000,5,0.192308,7,0.318182
POPE_random_314,pope,random_314,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=0-23,9.012,17,17,0,rows=0-23;cols=0-23,9.285,15,15,0,rows=6-23;cols=0-23,8.985,11,0.500000,9,0.409091,8,0.333333
GQA_03974231,gqa,03974231,ours_and_threshold_recovery,16,16,0,rows=0-21;cols=1-21,7.692,16,16,0,rows=0-21;cols=1-22,8.764,16,16,0,rows=4-17;cols=3-23,7.412,11,0.523810,8,0.333333,9,0.391304
GQA_06716432,gqa,06716432,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=2-23,8.740,15,15,0,rows=0-23;cols=2-23,8.509,15,15,0,rows=3-23;cols=0-23,7.882,11,0.523810,8,0.333333,9,0.428571
GQA_0766542,gqa,0766542,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=0-23,8.363,16,16,0,rows=0-22;cols=3-23,7.457,15,15,0,rows=0-23;cols=0-20,7.448,11,0.523810,7,0.291667,7,0.291667
GQA_10144613,gqa,10144613,ours_and_threshold_recovery,16,16,0,rows=4-23;cols=3-23,7.591,16,16,0,rows=4-23;cols=3-22,7.376,15,15,0,rows=6-21;cols=3-23,6.515,11,0.523810,8,0.347826,11,0.550000
GQA_13696840,gqa,13696840,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=2-22,8.032,16,16,0,rows=0-23;cols=0-22,8.772,14,14,0,rows=2-21;cols=0-20,7.323,11,0.523810,7,0.304348,10,0.500000
GQA_14305066,gqa,14305066,ours_and_threshold_recovery,16,16,0,rows=8-22;cols=1-19,7.684,16,16,0,rows=5-23;cols=1-22,8.229,17,17,0,rows=7-22;cols=2-23,7.959,11,0.523810,8,0.320000,8,0.320000
GQA_18664609,gqa,18664609,ours_and_threshold_recovery,17,17,0,rows=0-21;cols=0-21,7.012,15,15,0,rows=5-21;cols=1-14,5.756,14,14,0,rows=8-21;cols=2-13,4.487,11,0.523810,5,0.192308,6,0.260870
GQA_18934634,gqa,18934634,ours_and_threshold_recovery,16,16,0,rows=0-22;cols=0-23,8.108,16,16,0,rows=0-22;cols=0-22,7.221,17,17,0,rows=6-19;cols=0-23,6.800,11,0.523810,8,0.320000,8,0.320000
GQA_08965653,gqa,08965653,ours_and_threshold_recovery,13,13,0,rows=0-22;cols=0-20,8.719,16,16,0,rows=0-22;cols=0-20,7.477,16,16,0,rows=3-22;cols=0-19,5.431,10,0.526316,5,0.208333,11,0.523810
GQA_14635251,gqa,14635251,ours_and_threshold_recovery,14,14,0,rows=0-23;cols=2-22,8.665,15,15,0,rows=0-23;cols=4-23,8.436,14,14,0,rows=6-21;cols=1-23,8.606,10,0.526316,4,0.166667,7,0.318182
GQA_07257519,gqa,07257519,ours_and_threshold_recovery,16,16,0,rows=0-20;cols=1-23,9.563,15,15,0,rows=0-20;cols=2-22,9.179,13,13,0,rows=3-22;cols=1-22,7.664,11,0.550000,5,0.208333,5,0.217391
GQA_08197176,gqa,08197176,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=3-22,8.033,15,15,0,rows=0-23;cols=5-22,7.771,16,16,0,rows=3-23;cols=0-22,5.667,11,0.550000,8,0.333333,9,0.409091
GQA_08291229,gqa,08291229,ours_and_threshold_recovery,17,17,0,rows=1-21;cols=0-20,8.877,14,14,0,rows=1-21;cols=0-20,9.214,14,14,0,rows=4-20;cols=0-19,6.500,11,0.550000,5,0.192308,7,0.333333
GQA_10150874,gqa,10150874,ours_and_threshold_recovery,14,14,0,rows=0-21;cols=0-20,7.799,17,17,0,rows=0-21;cols=0-21,7.667,17,17,0,rows=0-21;cols=0-21,6.077,11,0.550000,8,0.347826,11,0.478261
GQA_10225707,gqa,10225707,ours_and_threshold_recovery,16,16,0,rows=0-22;cols=0-20,8.452,15,15,0,rows=0-23;cols=0-20,8.121,15,15,0,rows=7-22;cols=0-20,5.783,11,0.550000,4,0.148148,6,0.250000
GQA_11821300,gqa,11821300,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=0-20,7.763,15,15,0,rows=0-23;cols=2-20,7.879,16,16,0,rows=4-23;cols=0-20,7.376,11,0.550000,8,0.333333,10,0.476190
POPE_popular_136,pope,popular_136,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=1-19,9.749,16,16,0,rows=0-23;cols=1-19,8.731,14,14,0,rows=4-23;cols=3-23,7.886,11,0.550000,6,0.260870,8,0.363636
GQA_03454008,gqa,03454008,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=0-20,10.014,12,12,0,rows=0-22;cols=1-20,9.860,14,14,0,rows=2-21;cols=1-19,7.249,10,0.555556,3,0.111111,4,0.181818
GQA_08460587,gqa,08460587,ours_and_threshold_recovery,14,14,0,rows=4-21;cols=6-23,7.040,14,14,0,rows=1-21;cols=6-23,6.927,14,14,0,rows=0-23;cols=6-20,7.997,10,0.555556,6,0.272727,10,0.555556
GQA_0857298,gqa,0857298,ours_and_threshold_recovery,13,13,0,rows=4-21;cols=1-20,8.013,15,15,0,rows=4-21;cols=1-20,8.059,16,16,0,rows=4-20;cols=3-20,5.753,10,0.555556,6,0.260870,9,0.409091
GQA_04157864,gqa,04157864,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-23,9.088,16,16,0,rows=0-23;cols=0-22,9.538,16,16,0,rows=9-21;cols=0-23,7.603,12,0.571429,8,0.320000,8,0.333333
GQA_06587848,gqa,06587848,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=3-22,9.223,16,16,0,rows=0-23;cols=0-17,8.002,15,15,0,rows=9-23;cols=0-17,5.684,12,0.571429,7,0.280000,8,0.347826
