rank,expanded_case_id,dataset,question_id,image_id,image_path,local_image_path,prompt,ground_truth,dense_prediction,sparse_prediction,ours_prediction,threshold_prediction,dense_is_correct,is_sparse_wrong,is_ours_correct,is_threshold_correct,case_group,semantic_type,structural_type,detailed_type,pope_category,candidate_reason,selection_note
198,GQA_08258647,gqa,08258647,2414210,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2414210.jpg,data/kaggle_datasets/GQA/images/2414210.jpg,Does the happy person wear a jacket?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,rel,verify,relVerify,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
199,GQA_1067200,gqa,1067200,2336295,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2336295.jpg,data/kaggle_datasets/GQA/images/2336295.jpg,Is the guy on the left side or on the right?,left,Left,Right,Left,Left,True,True,True,True,ours_and_threshold_recovery,attr,choose,positionChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
200,GQA_16319797,gqa,16319797,2401477,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2401477.jpg,data/kaggle_datasets/GQA/images/2401477.jpg,What kind of clothing is yellow?,sweater,Sweater,Shirt,Sweater,Sweater,True,True,True,True,ours_and_threshold_recovery,cat,query,categoryThat,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
201,GQA_16806755,gqa,16806755,2393683,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2393683.jpg,data/kaggle_datasets/GQA/images/2393683.jpg,Who is holding the racket?,boy,Boy,Man,Boy,Boy,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
202,GQA_16862661,gqa,16862661,2359953,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2359953.jpg,data/kaggle_datasets/GQA/images/2359953.jpg,What is the man on?,surfboard,Surfboard,Paddleboard,Surfboard,Surfboard,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
203,GQA_17866760,gqa,17866760,2412235,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2412235.jpg,data/kaggle_datasets/GQA/images/2412235.jpg,Which kind of furniture is the glass on?,shelf,Shelf,Table,Shelf,Shelf,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
204,GQA_19225511,gqa,19225511,2342134,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2342134.jpg,data/kaggle_datasets/GQA/images/2342134.jpg,Do you see refrigerators in the scene?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,obj,verify,exist,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
205,POPE_popular_198,pope,popular_198,COCO_val2014_000000526321.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000526321.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000526321.jpg,Is there a chair in the image?,no,no,yes,no,no,True,True,True,True,ours_and_threshold_recovery,,,,popular,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
206,GQA_07125985,gqa,07125985,415,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/415.jpg,data/kaggle_datasets/GQA/images/415.jpg,Is the man on the left?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,attr,verify,positionVerify,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
207,GQA_07733683,gqa,07733683,2329137,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2329137.jpg,data/kaggle_datasets/GQA/images/2329137.jpg,Is the green lettuce on the sandwich?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,rel,verify,relVerify,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
208,GQA_13432895,gqa,13432895,2321912,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2321912.jpg,data/kaggle_datasets/GQA/images/2321912.jpg,Which side of the picture is the woman on?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
209,GQA_15315769,gqa,15315769,2399821,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2399821.jpg,data/kaggle_datasets/GQA/images/2399821.jpg,What is the girl wearing?,jacket,Jacket,Coat,Jacket,Jacket,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
210,GQA_17272591,gqa,17272591,2369799,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2369799.jpg,data/kaggle_datasets/GQA/images/2369799.jpg,What is the material of the floor?,concrete,Concrete,Wood,Concrete,Concrete,True,True,True,True,ours_and_threshold_recovery,attr,query,material,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
211,GQA_09180087,gqa,09180087,2387762,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2387762.jpg,data/kaggle_datasets/GQA/images/2387762.jpg,Which place is it?,skate park,Skate park,Field,Skate park,Skate park,True,True,True,True,ours_and_threshold_recovery,global,query,place,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
212,GQA_021025835,gqa,021025835,2364729,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2364729.jpg,data/kaggle_datasets/GQA/images/2364729.jpg,Are there any cabinets to the right of the fridge?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,rel,verify,existRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
213,GQA_031028553,gqa,031028553,2391779,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2391779.jpg,data/kaggle_datasets/GQA/images/2391779.jpg,Who is using the computer?,boy,Boy,People,Boy,Boy,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
214,GQA_051058619,gqa,051058619,2351317,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2351317.jpg,data/kaggle_datasets/GQA/images/2351317.jpg,Who is wearing the t-shirt?,girl,Girl,Woman,Girl,Girl,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
215,GQA_12252856,gqa,12252856,2405244,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2405244.jpg,data/kaggle_datasets/GQA/images/2405244.jpg,What is the train on?,platform,Platform,Tracks,Platform,Platform,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
216,GQA_13555923,gqa,13555923,2393739,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2393739.jpg,data/kaggle_datasets/GQA/images/2393739.jpg,On which side is the wood chair?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
217,GQA_0778748,gqa,0778748,2364258,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2364258.jpg,data/kaggle_datasets/GQA/images/2364258.jpg,On which side is the baby?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
218,GQA_00882837,gqa,00882837,2355234,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2355234.jpg,data/kaggle_datasets/GQA/images/2355234.jpg,Are there any pillows to the left of the sofa that is in front of the lamp?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,rel,verify,existRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
219,GQA_02395704,gqa,02395704,2369810,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2369810.jpg,data/kaggle_datasets/GQA/images/2369810.jpg,Are the yellow chairs on the right or on the left side?,left,Left,Right,Left,Left,True,True,True,True,ours_and_threshold_recovery,attr,choose,positionChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
220,GQA_05282496,gqa,05282496,2401498,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2401498.jpg,data/kaggle_datasets/GQA/images/2401498.jpg,What is the food to the left of the lady in this photo?,pancakes,Pancakes,Pancake,Pancakes,Pancakes,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
221,GQA_06699178,gqa,06699178,1670,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/1670.jpg,data/kaggle_datasets/GQA/images/1670.jpg,Is the computer desk beige or black?,beige,Beige,Black,Beige,Beige,True,True,True,True,ours_and_threshold_recovery,attr,choose,chooseAttr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
222,GQA_10595290,gqa,10595290,2404396,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2404396.jpg,data/kaggle_datasets/GQA/images/2404396.jpg,The trees are where?,yard,Yard,Field,Yard,Yard,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
223,GQA_12171228,gqa,12171228,2367977,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2367977.jpg,data/kaggle_datasets/GQA/images/2367977.jpg,Are there any doors that are brown?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,obj,verify,existThat,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
224,GQA_12278128,gqa,12278128,2405744,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2405744.jpg,data/kaggle_datasets/GQA/images/2405744.jpg,Is the helmet on the left side?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,attr,verify,positionVerify,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
225,GQA_12584792,gqa,12584792,713911,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/713911.jpg,data/kaggle_datasets/GQA/images/713911.jpg,What are the pieces of furniture to the right of the girl that is to the right of the purse called?,tables,Tables,Shelves,Tables,Tables,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
226,GQA_1297276,gqa,1297276,2385826,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2385826.jpg,data/kaggle_datasets/GQA/images/2385826.jpg,What is the black piece of clothing?,coat,Coat,Hat,Coat,Coat,True,True,True,True,ours_and_threshold_recovery,cat,query,categoryAttr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
227,GQA_13168629,gqa,13168629,2316612,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2316612.jpg,data/kaggle_datasets/GQA/images/2316612.jpg,On which side is the cheese?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
228,GQA_13834667,gqa,13834667,2398554,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2398554.jpg,data/kaggle_datasets/GQA/images/2398554.jpg,What is in front of the vehicle that is to the right of the police officer?,bus,Bus,Motorcycle,Bus,Bus,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
229,GQA_15261477,gqa,15261477,2357999,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2357999.jpg,data/kaggle_datasets/GQA/images/2357999.jpg,Are there pots to the right of the wine?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,rel,verify,existRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
230,GQA_15290680,gqa,15290680,2373462,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2373462.jpg,data/kaggle_datasets/GQA/images/2373462.jpg,On which side of the photo is the cat?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
231,POPE_adversarial_226,pope,adversarial_226,COCO_val2014_000000360600.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000360600.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000360600.jpg,Is there a dining table in the image?,no,no,yes,no,no,True,True,True,True,ours_and_threshold_recovery,,,,adversarial,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
232,POPE_popular_224,pope,popular_224,COCO_val2014_000000360600.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000360600.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000360600.jpg,Is there a dining table in the image?,no,no,yes,no,no,True,True,True,True,ours_and_threshold_recovery,,,,popular,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
233,GQA_12341814,gqa,12341814,2378022,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2378022.jpg,data/kaggle_datasets/GQA/images/2378022.jpg,Which side is the bread on?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
234,GQA_021037144,gqa,021037144,2389115,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2389115.jpg,data/kaggle_datasets/GQA/images/2389115.jpg,Is the blue umbrella to the right or to the left of the woman in the middle?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,rel,choose,relChooser,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
235,GQA_11781054,gqa,11781054,2325896,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2325896.jpg,data/kaggle_datasets/GQA/images/2325896.jpg,Are both the road and the roof the same color?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,attr,compare,twoSameC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
236,GQA_01442160,gqa,01442160,2346426,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2346426.jpg,data/kaggle_datasets/GQA/images/2346426.jpg,Is the freezer on the left side of the picture?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,attr,verify,positionVerifyC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
237,GQA_03753520,gqa,03753520,2385114,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2385114.jpg,data/kaggle_datasets/GQA/images/2385114.jpg,Are there both chairs and pillows in the image?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,obj,logical,existAnd,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
238,GQA_0479775,gqa,0479775,2401325,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2401325.jpg,data/kaggle_datasets/GQA/images/2401325.jpg,What color is the dry road?,gray,Gray,Black,Gray,Gray,True,True,True,True,ours_and_threshold_recovery,attr,query,directOf,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
239,GQA_05893033,gqa,05893033,2371148,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2371148.jpg,data/kaggle_datasets/GQA/images/2371148.jpg,What is covered in snow?,ground,Ground,Fire hydrant,Ground,Ground,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
240,GQA_09595632,gqa,09595632,869,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/869.jpg,data/kaggle_datasets/GQA/images/869.jpg,Which place is it?,street,Street,Store,Street,Street,True,True,True,True,ours_and_threshold_recovery,global,query,place,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
241,GQA_0993482,gqa,0993482,2417611,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2417611.jpg,data/kaggle_datasets/GQA/images/2417611.jpg,Where is the snow?,ground,Ground,Mountain,Ground,Ground,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
242,GQA_13187608,gqa,13187608,2413059,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2413059.jpg,data/kaggle_datasets/GQA/images/2413059.jpg,Is the grass brown and tall?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,attr,logical,verifyAttrs,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
243,GQA_13414037,gqa,13414037,2412198,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2412198.jpg,data/kaggle_datasets/GQA/images/2412198.jpg,Who wears a shirt?,woman,Woman,Player,Woman,Woman,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
244,GQA_13777311,gqa,13777311,2403093,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2403093.jpg,data/kaggle_datasets/GQA/images/2403093.jpg,Is there an oven that is clean?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,obj,verify,existThatC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
245,GQA_15394337,gqa,15394337,2350252,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2350252.jpg,data/kaggle_datasets/GQA/images/2350252.jpg,"How do the orange carrots look like, raw or baked?",baked,Baked,Raw,Baked,Baked,True,True,True,True,ours_and_threshold_recovery,attr,choose,chooseAttr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
246,GQA_15559095,gqa,15559095,2370549,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2370549.jpg,data/kaggle_datasets/GQA/images/2370549.jpg,Do you see any fences or zebras in the picture?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,obj,logical,existOr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
247,GQA_18903080,gqa,18903080,2417531,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2417531.jpg,data/kaggle_datasets/GQA/images/2417531.jpg,Which place is it?,field,Field,Forest,Field,Field,True,True,True,True,ours_and_threshold_recovery,global,query,place,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
248,GQA_10756311,gqa,10756311,2362756,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2362756.jpg,data/kaggle_datasets/GQA/images/2362756.jpg,Do the fence and the skateboard have a different colors?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,attr,compare,twoDifferentC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
249,GQA_12962042,gqa,12962042,2407481,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2407481.jpg,data/kaggle_datasets/GQA/images/2407481.jpg,What is the item of furniture that has the same color as the curtain on the window called?,chair,Chair,Couch,Chair,Chair,True,True,True,True,ours_and_threshold_recovery,rel,query,sameRelate,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
250,GQA_1335419,gqa,1335419,2414395,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2414395.jpg,data/kaggle_datasets/GQA/images/2414395.jpg,Is there a child on the elephant?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,rel,verify,existRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
251,GQA_161016410,gqa,161016410,2387532,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2387532.jpg,data/kaggle_datasets/GQA/images/2387532.jpg,Who is wearing the shoes?,boy,Boy,Man,Boy,Boy,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
252,GQA_16801731,gqa,16801731,2343823,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2343823.jpg,data/kaggle_datasets/GQA/images/2343823.jpg,What is the color of the grass?,brown,Brown,Green,Brown,Brown,True,True,True,True,ours_and_threshold_recovery,attr,query,directOf,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
253,GQA_18986332,gqa,18986332,2375683,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2375683.jpg,data/kaggle_datasets/GQA/images/2375683.jpg,Is the person in the top part of the picture?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,attr,verify,positionVerify,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
254,POPE_adversarial_111,pope,adversarial_111,COCO_val2014_000000157084.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000157084.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000157084.jpg,Is there a bench in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,adversarial,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
255,POPE_popular_111,pope,popular_111,COCO_val2014_000000157084.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000157084.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000157084.jpg,Is there a bench in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,popular,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
256,POPE_random_104,pope,random_104,COCO_val2014_000000157084.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000157084.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000157084.jpg,Is there a bench in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,random,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
257,GQA_10369161,gqa,10369161,2392875,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2392875.jpg,data/kaggle_datasets/GQA/images/2392875.jpg,What type of fruit is to the left of the tray that leans on the wall?,peach,Peach,Avocado,Peach,Peach,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
